Data/Ora;Valore;
10/06/2019 08:42:04;   0,725;
10/06/2019 09:04:17;   0,050;
10/06/2019 09:42:36;   0,703;
10/06/2019 10:41:35;   0,657;
10/06/2019 12:41:35;   0,704;
10/06/2019 13:41:36;   0,735;
10/06/2019 14:41:35;   0,748;
10/06/2019 15:41:35;   0,760;
10/06/2019 16:41:35;   0,745;
10/06/2019 19:41:35;   0,724;
10/06/2019 20:41:35;   0,704;
10/06/2019 22:41:35;   0,691;
11/06/2019 00:41:37;   0,673;
11/06/2019 01:41:35;   0,662;
11/06/2019 03:41:35;   0,639;
11/06/2019 05:41:35;   0,618;
11/06/2019 06:41:35;   0,600;
11/06/2019 07:41:35;   0,575;
11/06/2019 08:41:35;   0,557;
11/06/2019 09:41:36;   0,520;
11/06/2019 11:42:07;   0,533;
11/06/2019 12:42:06;   0,571;
11/06/2019 13:42:07;   0,587;
11/06/2019 15:42:06;   0,616;
11/06/2019 15:49:15;   0,050;
11/06/2019 16:43:05;   0,614;
12/06/2019 00:42:05;   0,637;
12/06/2019 01:42:05;   0,619;
12/06/2019 03:42:05;   0,602;
12/06/2019 04:42:05;   0,591;
12/06/2019 05:42:05;   0,578;
12/06/2019 06:42:06;   0,563;
12/06/2019 07:42:06;   0,549;
12/06/2019 08:42:05;   0,520;
12/06/2019 09:42:05;   0,487;
12/06/2019 12:42:15;   0,525;
12/06/2019 13:42:15;   0,550;
12/06/2019 14:44:44;   0,561;
12/06/2019 15:41:34;   0,571;
12/06/2019 21:41:33;   0,589;
12/06/2019 22:41:34;   0,601;
13/06/2019 02:41:33;   0,585;
13/06/2019 04:41:33;   0,567;
13/06/2019 05:41:33;   0,557;
13/06/2019 06:41:33;   0,544;
13/06/2019 07:41:33;   0,523;
13/06/2019 08:41:33;   0,474;
13/06/2019 09:41:33;   0,455;
13/06/2019 11:41:33;   0,481;
13/06/2019 12:41:34;   0,507;
13/06/2019 13:41:34;   0,538;
13/06/2019 15:41:35;   0,570;
13/06/2019 17:41:35;   0,556;
14/06/2019 05:41:33;   0,545;
14/06/2019 06:41:34;   0,529;
14/06/2019 07:41:33;   0,510;
14/06/2019 08:41:33;   0,471;
14/06/2019 09:41:34;   0,451;
14/06/2019 10:41:33;   0,462;
14/06/2019 11:41:33;   0,485;
14/06/2019 12:41:33;   0,524;
14/06/2019 13:41:35;   0,572;
14/06/2019 14:41:33;   0,597;
14/06/2019 15:41:34;   0,626;
14/06/2019 16:41:33;   0,660;
14/06/2019 20:41:33;   0,687;
14/06/2019 22:41:37;   0,712;
14/06/2019 23:41:33;   0,748;
15/06/2019 00:41:34;   0,912;
15/06/2019 01:41:33;   1,103;
15/06/2019 02:41:34;   1,082;
15/06/2019 03:41:33;   1,048;
15/06/2019 04:41:34;   1,018;
15/06/2019 05:41:34;   0,997;
15/06/2019 06:41:34;   0,952;
15/06/2019 07:41:33;   0,923;
15/06/2019 08:41:34;   0,878;
15/06/2019 09:41:35;   0,819;
15/06/2019 10:41:33;   0,808;
15/06/2019 11:41:35;   0,798;
15/06/2019 12:41:33;   0,814;
15/06/2019 13:41:33;   0,863;
15/06/2019 15:41:33;   0,908;
15/06/2019 16:41:33;   0,918;
15/06/2019 19:41:33;   0,903;
15/06/2019 21:41:34;   0,883;
16/06/2019 00:41:33;   0,869;
16/06/2019 02:41:34;   0,859;
16/06/2019 05:41:33;   0,848;
16/06/2019 06:41:33;   0,827;
16/06/2019 07:41:33;   0,814;
16/06/2019 08:41:34;   0,772;
16/06/2019 09:41:33;   0,748;
16/06/2019 10:41:33;   0,738;
16/06/2019 12:41:33;   0,757;
16/06/2019 13:41:33;   0,801;
16/06/2019 14:41:33;   0,841;
16/06/2019 15:41:33;   0,869;
16/06/2019 16:41:34;   0,880;
16/06/2019 18:41:33;   0,904;
16/06/2019 19:41:33;   0,892;
16/06/2019 21:41:36;   0,872;
17/06/2019 01:41:33;   0,861;
17/06/2019 04:41:33;   0,892;
17/06/2019 05:41:33;   0,854;
17/06/2019 06:41:33;   0,839;
17/06/2019 07:41:35;   0,823;
17/06/2019 08:41:33;   0,777;
17/06/2019 09:41:33;   0,735;
17/06/2019 10:41:33;   0,717;
17/06/2019 11:41:34;   0,739;
17/06/2019 12:41:34;   0,768;
17/06/2019 13:42:03;   0,786;
17/06/2019 15:42:02;   0,818;
17/06/2019 16:42:03;   0,808;
17/06/2019 18:42:03;   0,819;
17/06/2019 19:42:02;   0,799;
17/06/2019 20:42:03;   0,782;
17/06/2019 22:42:02;   0,765;
17/06/2019 23:42:02;   0,747;
18/06/2019 01:42:02;   0,730;
18/06/2019 03:42:03;   0,710;
18/06/2019 04:42:02;   0,698;
18/06/2019 06:42:03;   0,674;
18/06/2019 07:42:02;   0,656;
18/06/2019 08:42:02;   0,614;
18/06/2019 09:42:02;   0,591;
18/06/2019 11:42:03;   0,620;
18/06/2019 12:42:03;   0,654;
18/06/2019 13:42:04;   0,672;
18/06/2019 14:42:02;   0,690;
18/06/2019 19:42:03;   0,670;
18/06/2019 20:42:02;   0,659;
19/06/2019 00:31:13;   0,050;
19/06/2019 00:43:02;   0,661;
19/06/2019 02:42:02;   0,639;
19/06/2019 03:42:03;   0,628;
19/06/2019 05:42:02;   0,609;
19/06/2019 07:42:03;   0,580;
19/06/2019 08:42:02;   0,553;
19/06/2019 09:42:02;   0,535;
19/06/2019 10:42:03;   0,524;
19/06/2019 11:42:03;   0,546;
19/06/2019 12:42:02;   0,570;
19/06/2019 13:42:02;   0,587;
19/06/2019 15:42:02;   0,613;
19/06/2019 18:42:01;   0,624;
20/06/2019 02:42:03;   0,607;
20/06/2019 04:42:03;   0,592;
20/06/2019 05:42:03;   0,581;
20/06/2019 06:42:03;   0,564;
20/06/2019 07:42:02;   0,547;
20/06/2019 08:42:04;   0,496;
20/06/2019 11:42:03;   0,541;
20/06/2019 12:42:02;   0,568;
20/06/2019 13:42:02;   0,598;
20/06/2019 14:42:03;   0,640;
20/06/2019 18:42:02;   0,623;
20/06/2019 21:42:02;   0,609;
21/06/2019 03:42:03;   0,598;
21/06/2019 05:42:03;   0,585;
21/06/2019 06:42:02;   0,569;
21/06/2019 08:42:03;   0,541;
21/06/2019 09:42:03;   0,522;
21/06/2019 10:42:03;   0,508;
21/06/2019 11:42:02;   0,529;
21/06/2019 12:42:03;   0,571;
21/06/2019 13:42:03;   0,605;
21/06/2019 15:42:02;   0,669;
21/06/2019 17:42:03;   0,680;
21/06/2019 19:42:03;   0,693;
21/06/2019 22:42:02;   0,730;
21/06/2019 23:42:02;   0,758;
22/06/2019 01:42:02;   0,772;
22/06/2019 02:42:02;   0,786;
22/06/2019 04:42:02;   0,774;
22/06/2019 05:42:02;   0,761;
22/06/2019 06:42:02;   0,743;
22/06/2019 07:42:02;   0,731;
22/06/2019 08:42:03;   0,716;
22/06/2019 10:42:02;   0,704;
22/06/2019 11:42:02;   0,733;
22/06/2019 12:42:02;   0,752;
22/06/2019 14:42:03;   0,776;
22/06/2019 16:42:02;   0,786;
22/06/2019 18:42:02;   0,773;
22/06/2019 21:42:02;   0,759;
22/06/2019 23:42:02;   0,746;
23/06/2019 01:42:02;   0,705;
23/06/2019 02:42:02;   0,734;
23/06/2019 03:42:02;   0,722;
23/06/2019 05:42:02;   0,706;
23/06/2019 06:42:02;   0,684;
23/06/2019 07:42:02;   0,658;
23/06/2019 08:42:02;   0,625;
23/06/2019 10:42:02;   0,615;
23/06/2019 12:42:02;   0,628;
23/06/2019 13:42:02;   0,652;
23/06/2019 15:42:02;   0,732;
23/06/2019 18:42:02;   0,754;
23/06/2019 21:42:02;   0,744;
24/06/2019 00:42:02;   0,755;
24/06/2019 01:42:04;   0,771;
24/06/2019 02:42:02;   0,746;
24/06/2019 05:42:02;   0,733;
24/06/2019 06:42:02;   0,717;
24/06/2019 08:42:02;   0,659;
24/06/2019 11:42:02;   0,696;
24/06/2019 12:42:02;   0,742;
24/06/2019 13:42:02;   0,774;
24/06/2019 14:43:02;   0,791;
24/06/2019 15:42:02;   0,805;
24/06/2019 16:42:03;   0,789;
24/06/2019 17:42:03;   0,799;
24/06/2019 22:42:03;   0,787;
25/06/2019 00:42:03;   0,770;
25/06/2019 01:42:03;   0,050;
25/06/2019 09:44:19;   0,617;
25/06/2019 09:44:19;   0,617;
25/06/2019 11:42:28;   0,627;
25/06/2019 12:42:09;   0,646;
25/06/2019 15:41:33;   0,685;
25/06/2019 16:41:33;   0,664;
25/06/2019 18:41:33;   0,694;
25/06/2019 19:41:35;   0,723;
25/06/2019 21:41:37;   0,710;
26/06/2019 03:41:33;   0,686;
26/06/2019 04:41:33;   0,670;
26/06/2019 14:09:43;   0,849;
26/06/2019 14:10:34;   0,900;
26/06/2019 15:10:33;   0,953;
26/06/2019 16:10:33;   0,984;
26/06/2019 16:10:33;   0,984;
26/06/2019 16:10:33;   0,984;
26/06/2019 16:10:33;   0,984;
26/06/2019 18:10:34;   1,011;
26/06/2019 20:10:33;   1,025;
26/06/2019 22:10:34;   1,042;
27/06/2019 00:10:33;   1,054;
27/06/2019 01:10:34;   1,065;
27/06/2019 03:10:34;   1,044;
27/06/2019 04:10:36;   1,085;
27/06/2019 08:10:34;   1,069;
27/06/2019 09:10:33;   1,079;
27/06/2019 10:10:33;   1,064;
27/06/2019 11:10:34;   1,125;
27/06/2019 12:10:33;   1,182;
27/06/2019 13:10:33;   1,231;
27/06/2019 14:10:33;   1,256;
27/06/2019 15:10:34;   1,279;
27/06/2019 19:11:03;   1,291;
28/06/2019 00:11:03;   1,276;
28/06/2019 02:11:03;   1,256;
28/06/2019 05:11:03;   1,241;
28/06/2019 07:11:03;   1,225;
28/06/2019 08:11:03;   1,207;
28/06/2019 11:11:03;   1,233;
28/06/2019 13:11:03;   1,318;
28/06/2019 14:11:03;   1,359;
28/06/2019 15:11:03;   1,408;
28/06/2019 17:11:03;   1,397;
28/06/2019 20:11:03;   1,408;
28/06/2019 21:11:03;   1,746;
28/06/2019 22:11:03;   1,779;
28/06/2019 23:11:04;   1,734;
29/06/2019 00:11:03;   1,689;
29/06/2019 01:11:03;   1,647;
29/06/2019 02:11:03;   1,619;
29/06/2019 03:11:03;   1,587;
29/06/2019 04:11:03;   1,575;
29/06/2019 05:11:03;   1,554;
29/06/2019 06:11:04;   1,523;
29/06/2019 08:11:03;   1,487;
29/06/2019 09:11:03;   1,470;
29/06/2019 10:11:03;   1,451;
29/06/2019 11:11:03;   1,432;
29/06/2019 13:11:03;   1,482;
29/06/2019 14:11:03;   1,508;
29/06/2019 15:11:03;   1,544;
29/06/2019 16:11:03;   1,617;
29/06/2019 17:11:03;   1,741;
29/06/2019 18:11:03;   1,726;
29/06/2019 19:11:03;   1,702;
29/06/2019 20:11:03;   1,676;
29/06/2019 21:11:03;   1,660;
29/06/2019 22:11:03;   1,640;
29/06/2019 23:11:03;   1,563;
30/06/2019 00:11:04;   1,605;
30/06/2019 01:11:03;   1,574;
30/06/2019 03:11:03;   1,562;
30/06/2019 04:11:03;   1,552;
30/06/2019 06:11:03;   1,535;
30/06/2019 07:11:03;   1,525;
30/06/2019 08:11:03;   1,501;
30/06/2019 09:11:03;   1,486;
30/06/2019 10:11:02;   1,474;
30/06/2019 13:11:03;   1,486;
30/06/2019 14:11:03;   1,510;
30/06/2019 15:11:05;   1,487;
30/06/2019 16:11:03;   1,573;
30/06/2019 20:11:03;   1,559;
30/06/2019 23:11:03;   1,539;
01/07/2019 00:11:03;   1,526;
01/07/2019 01:11:03;   1,514;
01/07/2019 02:11:04;   1,499;
01/07/2019 07:11:03;   1,477;
01/07/2019 08:11:03;   1,446;
01/07/2019 09:11:04;   1,430;
01/07/2019 10:11:03;   1,416;
01/07/2019 11:11:03;   1,426;
01/07/2019 12:11:03;   1,482;
01/07/2019 13:11:03;   1,504;
01/07/2019 14:11:03;   1,527;
01/07/2019 15:11:03;   1,548;
01/07/2019 17:11:03;   1,559;
01/07/2019 19:11:03;   1,542;
01/07/2019 21:11:03;   1,531;
01/07/2019 22:11:03;   1,518;
02/07/2019 00:11:03;   1,535;
02/07/2019 04:11:03;   1,553;
02/07/2019 05:11:04;   1,520;
02/07/2019 06:11:04;   1,507;
02/07/2019 07:11:03;   1,489;
02/07/2019 08:11:03;   1,458;
02/07/2019 10:11:04;   1,439;
02/07/2019 11:12:14;   1,471;
02/07/2019 13:11:04;   1,556;
02/07/2019 14:10:37;   1,587;
02/07/2019 20:11:03;   1,572;
02/07/2019 21:11:04;   1,432;
02/07/2019 22:11:04;   1,287;
02/07/2019 23:11:03;   1,191;
03/07/2019 00:11:04;   1,127;
03/07/2019 01:11:04;   1,066;
03/07/2019 02:11:04;   1,023;
03/07/2019 03:11:04;   0,984;
03/07/2019 04:11:03;   0,904;
03/07/2019 05:11:03;   0,864;
03/07/2019 06:11:03;   0,832;
03/07/2019 07:11:03;   0,765;
03/07/2019 08:11:03;   0,715;
03/07/2019 09:11:04;   0,667;
03/07/2019 10:11:03;   0,629;
03/07/2019 11:11:03;   0,614;
03/07/2019 13:11:03;   0,648;
03/07/2019 14:11:03;   0,671;
03/07/2019 15:11:04;   0,690;
03/07/2019 17:11:04;   0,712;
04/07/2019 01:11:05;   0,692;
04/07/2019 02:11:04;   0,672;
04/07/2019 03:11:06;   0,657;
04/07/2019 05:11:04;   0,640;
04/07/2019 07:11:04;   0,622;
04/07/2019 08:11:03;   0,602;
04/07/2019 09:11:04;   0,582;
04/07/2019 10:11:04;   0,592;
04/07/2019 11:11:05;   0,627;
04/07/2019 13:11:04;   0,715;
04/07/2019 14:11:04;   0,745;
04/07/2019 15:11:04;   0,763;
04/07/2019 16:10:53;   0,774;
04/07/2019 18:10:54;   0,791;
04/07/2019 20:10:54;   0,810;
04/07/2019 21:10:53;   0,798;
04/07/2019 23:10:53;   0,829;
05/07/2019 01:10:53;   0,840;
05/07/2019 07:10:53;   0,821;
05/07/2019 08:10:53;   0,810;
05/07/2019 09:10:53;   0,799;
05/07/2019 10:10:53;   0,817;
05/07/2019 11:10:53;   0,862;
05/07/2019 12:10:53;   0,895;
05/07/2019 13:10:53;   0,931;
05/07/2019 14:10:53;   0,958;
05/07/2019 15:11:30;   0,971;
05/07/2019 17:11:31;   0,983;
05/07/2019 19:11:30;   1,002;
05/07/2019 20:11:30;   0,987;
05/07/2019 21:11:30;   1,005;
05/07/2019 23:11:30;   1,043;
06/07/2019 00:11:30;   1,033;
06/07/2019 01:11:31;   1,046;
06/07/2019 02:11:31;   1,068;
06/07/2019 03:11:30;   1,098;
06/07/2019 04:11:31;   1,110;
06/07/2019 05:11:31;   1,095;
06/07/2019 07:11:30;   1,075;
06/07/2019 08:11:30;   1,047;
06/07/2019 09:11:30;   1,028;
06/07/2019 10:11:32;   1,011;
06/07/2019 13:11:31;   1,055;
06/07/2019 14:11:30;   1,075;
06/07/2019 15:11:30;   1,103;
06/07/2019 16:11:30;   1,116;
06/07/2019 19:11:31;   1,092;
06/07/2019 23:11:30;   1,080;
07/07/2019 00:11:31;   1,062;
07/07/2019 01:11:31;   1,051;
07/07/2019 06:11:30;   1,031;
07/07/2019 07:11:30;   1,020;
07/07/2019 08:12:41;   1,005;
07/07/2019 09:11:30;   0,990;
07/07/2019 10:11:30;   0,973;
07/07/2019 14:11:30;   1,010;
07/07/2019 15:11:30;   1,035;
07/07/2019 16:11:30;   1,045;
07/07/2019 22:11:30;   1,035;
07/07/2019 23:11:32;   1,059;
08/07/2019 00:11:31;   1,027;
08/07/2019 07:11:30;   1,006;
08/07/2019 08:11:30;   0,992;
08/07/2019 09:11:30;   0,933;
08/07/2019 10:11:32;   0,886;
08/07/2019 11:11:32;   0,863;
08/07/2019 13:11:30;   0,884;
08/07/2019 16:11:31;   0,860;
08/07/2019 17:11:32;   0,848;
08/07/2019 18:11:32;   0,823;
08/07/2019 19:11:31;   0,811;
08/07/2019 21:11:31;   0,799;
08/07/2019 22:11:30;   0,788;
08/07/2019 23:11:30;   0,769;
09/07/2019 01:11:31;   0,758;
09/07/2019 02:11:30;   0,748;
09/07/2019 03:11:31;   0,733;
09/07/2019 04:11:30;   0,718;
09/07/2019 05:11:31;   0,707;
09/07/2019 06:11:30;   0,695;
09/07/2019 07:11:30;   0,675;
09/07/2019 08:11:31;   0,651;
09/07/2019 09:11:30;   0,616;
09/07/2019 10:11:30;   0,599;
09/07/2019 11:11:30;   0,611;
09/07/2019 12:11:31;   0,638;
09/07/2019 13:11:31;   0,652;
09/07/2019 14:11:30;   0,669;
09/07/2019 15:11:30;   0,689;
09/07/2019 17:11:31;   0,673;
09/07/2019 20:11:30;   0,658;
09/07/2019 22:11:30;   0,647;
09/07/2019 23:11:30;   0,668;
10/07/2019 02:11:30;   0,657;
10/07/2019 03:11:30;   0,646;
10/07/2019 04:11:30;   0,634;
10/07/2019 05:11:30;   0,623;
10/07/2019 06:11:30;   0,609;
10/07/2019 07:11:30;   0,593;
10/07/2019 08:11:30;   0,578;
10/07/2019 09:11:31;   0,600;
10/07/2019 10:11:30;   0,550;
10/07/2019 11:11:31;   0,569;
10/07/2019 13:11:30;   0,612;
10/07/2019 14:11:30;   0,631;
10/07/2019 17:11:30;   0,642;
10/07/2019 22:11:30;   0,653;
11/07/2019 05:11:30;   0,634;
11/07/2019 07:11:32;   0,612;
11/07/2019 08:11:30;   0,592;
11/07/2019 09:11:30;   0,572;
11/07/2019 11:11:30;   0,600;
11/07/2019 12:11:30;   0,633;
11/07/2019 13:11:30;   0,647;
11/07/2019 14:11:30;   0,669;
11/07/2019 15:11:30;   0,683;
11/07/2019 19:11:30;   0,701;
11/07/2019 20:11:30;   0,722;
11/07/2019 21:11:30;   0,751;
11/07/2019 22:11:30;   0,769;
11/07/2019 23:11:30;   0,797;
12/07/2019 00:11:30;   0,810;
12/07/2019 01:11:30;   0,832;
12/07/2019 02:11:30;   0,851;
12/07/2019 04:11:31;   0,882;
12/07/2019 05:11:30;   0,867;
12/07/2019 09:11:30;   0,855;
12/07/2019 11:11:30;   0,902;
12/07/2019 13:11:30;   0,998;
12/07/2019 14:11:30;   1,031;
12/07/2019 15:11:30;   1,056;
12/07/2019 16:11:30;   1,076;
12/07/2019 20:11:30;   1,089;
12/07/2019 23:11:30;   1,103;
13/07/2019 00:11:30;   1,122;
13/07/2019 01:11:30;   1,277;
13/07/2019 02:11:30;   1,372;
13/07/2019 03:11:30;   1,352;
13/07/2019 04:11:30;   1,330;
13/07/2019 05:11:30;   1,310;
13/07/2019 06:11:30;   1,294;
13/07/2019 07:11:30;   1,270;
13/07/2019 08:11:31;   1,227;
13/07/2019 09:11:30;   1,193;
13/07/2019 10:11:30;   1,165;
13/07/2019 11:11:30;   1,218;
13/07/2019 12:11:30;   1,256;
13/07/2019 13:11:30;   1,282;
13/07/2019 14:11:30;   1,313;
13/07/2019 15:11:30;   1,331;
13/07/2019 16:11:32;   1,308;
13/07/2019 18:11:30;   1,284;
13/07/2019 19:11:30;   1,270;
13/07/2019 20:11:30;   1,258;
13/07/2019 22:11:30;   1,238;
